DES_PIANO_TARIFFARIO_BILLING;DES_MACRO_STATO;CICLO_VITA_SIM_gg;gg_DA_ULTIMA_CHIAMATA;gg_DA_ULTIMA_RICARICA;DES_CANALE_VENDITA;MINUTI_FEB;MINUTI_GEN;MINUTI_DIC;VIDEO_FEB;VIDEO_GEN;VIDEO_DIC;MESSAGGI_FEB;MESSAGGI_GEN;MESSAGGI_DIC;WEB_FEB;WEB_GEN;WEB_DIC
TuaMatic;0;214;89;142;SHOP IN SHOP;BASSO;BASSO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;214;4;365;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;181;36;57;SHOP IN SHOP;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;214;5;365;NATIONAL CHAIN;ALTO;ALTO;ALTO;MEDIO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;194;23;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;214;2;365;FLAGSHIP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;BASSO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;214;2;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;214;62;365;GDO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;214;10;182;FRANCHISING;BASSO;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;214;56;59;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;180;41;59;SHOP IN SHOP;ALTO;ALTO;ALTO;MEDIO;MEDIO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;214;9;365;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;MEDIO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;195;19;365;SHOP IN SHOP;MEDIO;MEDIO;MOLTO ALTO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;214;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;214;44;58;SHOP IN SHOP;ALTO;ALTO;ALTO;ALTO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;150;64;57;FORMULA 3;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;213;59;365;FRANCHISING;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;213;1;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;213;92;213;SHOP IN SHOP;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;213;2;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;213;33;179;NATIONAL CHAIN;BASSO;BASSO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;213;95;151;FLAGSHIP;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;213;2;365;FRANCHISING;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;213;46;62;SHOP IN SHOP;MEDIO;ALTO;ALTO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;170;49;59;FRANCHISING;MEDIO;BASSO;MEDIO;MEDIO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;ALTO
SuperTua;1;192;24;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;ALTO;ALTO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;213;2;365;FRANCHISING;MEDIO;ALTO;ALTO;ALTO;ALTO;ALTO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;213;9;365;FRANCHISING;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;183;30;365;NATIONAL CHAIN;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;ALTO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;205;9;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;213;5;365;DISTRIBUTOR;MEDIO;ALTO;MOLTO ALTO;BASSO;MEDIO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;ALTO
SuperTua;1;152;61;57;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;MEDIO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;1;199;19;365;SHOP IN SHOP;ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;213;2;365;GDO;MOLTO ALTO;ALTO;ALTO;MEDIO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;213;61;56;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;184;31;56;SHOP IN SHOP;ALTO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;213;2;365;FORMULA 3;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;1;205;9;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;213;47;58;FORMULA 3;BASSO;MEDIO;BASSO;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;213;2;365;FORMULA 3;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;213;36;213;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;213;13;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;ALTO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;ALTO
SuperTua;0;213;85;181;SHOP IN SHOP;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;213;2;365;SHOP IN SHOP;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;ALTO
TuaMatic;1;199;16;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;212;23;365;FORMULA 3;MEDIO;ALTO;MEDIO;ALTO;MEDIO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;212;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MEDIO;MEDIO;ALTO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
SuperTua;1;148;63;57;GDO;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;189;23;365;DISTRIBUTOR;MEDIO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;161;51;57;NATIONAL CHAIN;ALTO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;211;2;365;FLAGSHIP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;188;24;365;SHOP IN SHOP;MEDIO;ALTO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;211;9;365;FRANCHISING;ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;211;2;365;FORMULA 3;ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;211;14;129;FORMULA 3;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;211;3;365;GDO;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;211;2;365;SHOP IN SHOP;MEDIO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;211;2;365;SHOP IN SHOP;ALTO;BASSO;MEDIO;BASSO;BASSO;BASSO;ALTO;BASSO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;176;36;60;SHOP IN SHOP;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;211;13;365;DISTRIBUTOR;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;163;65;55;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;211;2;365;NATIONAL CHAIN;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;ALTO;MEDIO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
SuperTua;1;149;63;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;ALTO;ALTO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;1;161;52;56;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;ALTO;BASSO;MEDIO
SuperTua;0;210;6;365;FRANCHISING;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;210;42;210;FRANCHISING;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;210;72;139;SHOP IN SHOP;BASSO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;147;64;59;FRANCHISING;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;210;123;87;SHOP IN SHOP;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;210;16;365;FORMULA 3;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;210;11;365;DISTRIBUTOR;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;210;89;110;SHOP IN SHOP;BASSO;BASSO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;210;57;60;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;MEDIO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;210;2;365;FRANCHISING;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;210;3;365;FRANCHISING;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;210;5;365;DISTRIBUTOR;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;210;2;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO
SuperTua;1;189;8;365;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;210;49;87;FRANCHISING;MOLTO ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;210;4;365;GDO;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;182;30;59;GDO;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;142;69;87;DISTRIBUTOR;MOLTO ALTO;ALTO;MOLTO ALTO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;ALTO
TuaMatic;1;197;94;113;DISTRIBUTOR;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;210;31;210;FORMULA 3;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;210;3;365;SHOP IN SHOP;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;210;3;365;FRANCHISING;ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;BASSO;BASSO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;210;2;365;GDO;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;210;6;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;147;66;55;SHOP IN SHOP;ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;210;2;365;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;1;167;46;365;NATIONAL CHAIN;ALTO;ALTO;ALTO;MEDIO;BASSO;BASSO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;1;142;71;56;NATIONAL CHAIN;ALTO;ALTO;ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;158;57;58;NATIONAL CHAIN;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;167;46;56;SHOP IN SHOP;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;MEDIO
TuaMatic;0;209;2;365;FORMULA 3;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;ALTO;BASSO
SuperTua;0;209;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
SuperTua;1;194;17;365;FRANCHISING;MEDIO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;179;31;63;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;209;4;365;NATIONAL CHAIN;MEDIO;ALTO;ALTO;BASSO;BASSO;ALTO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;209;2;365;GDO;MOLTO ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
SuperTua;1;152;60;56;FLAGSHIP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;MEDIO;BASSO;MEDIO;BASSO
TuaMatic;0;209;2;365;NATIONAL CHAIN;MEDIO;BASSO;ALTO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;209;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;209;5;88;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;209;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;1;141;80;56;SHOP IN SHOP;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;209;39;57;GDO;ALTO;MOLTO ALTO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;209;92;172;DISTRIBUTOR;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;181;30;56;FORMULA 3;ALTO;ALTO;MEDIO;BASSO;BASSO;MEDIO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;209;2;365;FLAGSHIP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;209;2;365;NATIONAL CHAIN;MOLTO ALTO;ALTO;MEDIO;BASSO;MEDIO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;209;4;365;FRANCHISING;ALTO;ALTO;ALTO;MEDIO;ALTO;ALTO;ALTO;MEDIO;MEDIO;BASSO;BASSO;MEDIO
SuperTua;1;200;15;365;FRANCHISING;MOLTO ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO
SuperTua;1;167;48;82;GDO;MEDIO;MEDIO;MEDIO;ALTO;BASSO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;209;13;365;SHOP IN SHOP;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;190;89;115;SHOP IN SHOP;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;209;9;365;SHOP IN SHOP;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;209;2;365;SHOP IN SHOP;MOLTO ALTO;ALTO;MOLTO ALTO;ALTO;MEDIO;ALTO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
SuperTua;1;167;52;57;FRANCHISING;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;209;15;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;ALTO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;180;31;59;SHOP IN SHOP;MEDIO;ALTO;MEDIO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;208;2;365;FORMULA 3;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;ALTO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;208;8;365;SHOP IN SHOP;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;208;2;365;SHOP IN SHOP;MOLTO ALTO;ALTO;ALTO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO
SuperTua;1;146;64;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;ALTO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
SuperTua;1;172;36;56;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;1;173;38;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;208;2;365;FLAGSHIP;MEDIO;MEDIO;BASSO;BASSO;MEDIO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;208;7;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;208;9;92;GDO;MEDIO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;200;85;165;FLAGSHIP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO
TuaMatic;0;208;9;91;SHOP IN SHOP;ALTO;MOLTO ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;208;2;365;FLAGSHIP;ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;MEDIO;MEDIO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;208;3;365;DISTRIBUTOR;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;ALTO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;193;30;61;NATIONAL CHAIN;ALTO;MEDIO;MEDIO;ALTO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;208;3;365;SHOP IN SHOP;MEDIO;MEDIO;ALTO;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;145;63;64;FORMULA 3;ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;150;59;59;DISTRIBUTOR;MOLTO ALTO;ALTO;MEDIO;BASSO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;208;2;57;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;208;2;365;FRANCHISING;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;1;160;49;56;SHOP IN SHOP;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;208;12;365;SHOP IN SHOP;BASSO;BASSO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;195;13;365;FRANCHISING;BASSO;ALTO;ALTO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;208;49;113;FRANCHISING;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;173;36;59;FORMULA 3;ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;199;15;365;DISTRIBUTOR;MEDIO;ALTO;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;207;4;365;FORMULA 3;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;144;64;58;SHOP IN SHOP;MOLTO ALTO;ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;207;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;207;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
